"date","sst_arc"
1996-06-01,-0.484568947668369
1996-07-01,0.683573889974741
1996-08-01,1.14683880061027
1996-09-01,0.732565751051002
1996-10-01,-0.328795871969372
1996-11-01,-0.799471529381903
1996-12-01,-1.12631529864178
1997-01-01,-1.28470054933991
1997-02-01,-1.36978745498134
1997-03-01,-1.33630772912167
1997-04-01,-1.28276711741927
1997-05-01,-1.03986640281482
1997-06-01,-0.359927675770764
1997-07-01,0.94835995204793
1997-08-01,1.46163699866846
1997-09-01,1.01586949295839
1997-10-01,-0.105663011612607
1997-11-01,-0.908201506705909
1997-12-01,-1.14637246401469
1998-01-01,-1.25782032148632
1998-02-01,-1.37223623802417
1998-03-01,-1.35818844137204
1998-04-01,-1.30213856841762
1998-05-01,-1.06962196819057
1998-06-01,-0.27931878216043
1998-07-01,1.12444835767338
1998-08-01,1.59498837227829
1998-09-01,0.858138466025032
1998-10-01,-0.306888157613288
1998-11-01,-0.939501779366708
1998-12-01,-1.13533199848237
1999-01-01,-1.28189216756287
1999-02-01,-1.3341579545282
1999-03-01,-1.35718188271295
1999-04-01,-1.29931942878312
1999-05-01,-1.08444541647818
1999-06-01,-0.3909801771523
1999-07-01,0.864931833905873
1999-08-01,1.56274421648854
1999-09-01,1.01672792788859
1999-10-01,-0.242965723714256
1999-11-01,-0.842016122822909
1999-12-01,-1.07071100845456
2000-01-01,-1.16858519978472
2000-02-01,-1.28210861450076
2000-03-01,-1.30017223549412
2000-04-01,-1.25789502895567
2000-05-01,-0.985098934622775
2000-06-01,-0.0314697283423495
2000-07-01,1.26983158961718
2000-08-01,1.73406135749147
2000-09-01,1.31258728291355
2000-10-01,0.0122467776801941
2000-11-01,-0.711021740425437
2000-12-01,-1.04099945460289
2001-01-01,-1.18033816663944
2001-02-01,-1.23621186851441
2001-03-01,-1.3409773980855
2001-04-01,-1.30858210198101
2001-05-01,-1.03122842045995
2001-06-01,-0.310422636477918
2001-07-01,0.995039062447764
2001-08-01,1.53020916034165
2001-09-01,1.37094353316295
2001-10-01,0.0930970382739179
2001-11-01,-0.842451145849997
2001-12-01,-1.04244846223858
2002-01-01,-1.2116458071372
2002-02-01,-1.33344002433941
2002-03-01,-1.3740861452646
2002-04-01,-1.23799399906781
2002-05-01,-0.963962571159632
2002-06-01,-0.113155304486242
2002-07-01,0.961862964950732
2002-08-01,1.69606147511086
2002-09-01,1.2229835849502
2002-10-01,-0.0195047273180347
2002-11-01,-0.794952563473053
2002-12-01,-1.02172460472802
2003-01-01,-1.22107257937952
2003-02-01,-1.27276949683965
2003-03-01,-1.25294530858742
2003-04-01,-1.16146296272688
2003-05-01,-0.864130309293134
2003-06-01,-0.126820116044265
2003-07-01,1.17396908877818
2003-08-01,1.84387811989652
2003-09-01,1.35575222364441
2003-10-01,0.107945096980679
2003-11-01,-0.756464493008843
2003-12-01,-1.07693844159806
2004-01-01,-1.26606818127266
2004-02-01,-1.29214348059573
2004-03-01,-1.27174042200073
2004-04-01,-1.23891166410399
2004-05-01,-0.979365567057853
2004-06-01,-0.0818463615466974
2004-07-01,1.25824084080347
2004-08-01,1.71235398198501
2004-09-01,1.24093445877331
2004-10-01,-0.0781764870702214
2004-11-01,-0.806392657675677
2004-12-01,-1.0996809299477
2005-01-01,-1.1247281064742
2005-02-01,-1.13755175048891
2005-03-01,-1.24091013230299
2005-04-01,-1.12361281580821
2005-05-01,-0.817096228410701
2005-06-01,0.0392942123998155
2005-07-01,1.29166693793284
2005-08-01,2.07661458554351
2005-09-01,1.54648392937677
2005-10-01,0.214787632920252
2005-11-01,-0.656394938423505
2005-12-01,-0.91857066036581
2006-01-01,-1.06237483803753
2006-02-01,-1.14390786136121
2006-03-01,-1.1582161410263
2006-04-01,-1.1141452154676
2006-05-01,-0.686341744098973
2006-06-01,0.0225168637021475
2006-07-01,1.14325178880495
2006-08-01,1.71238699197344
2006-09-01,1.39965802610897
2006-10-01,0.0533721505415495
2006-11-01,-0.786600864813633
2006-12-01,-1.02604098027715
2007-01-01,-1.11595625113443
2007-02-01,-1.19536387762017
2007-03-01,-1.21326772316555
2007-04-01,-1.15825114778325
2007-05-01,-0.927530135526203
2007-06-01,-0.127453698326302
2007-07-01,1.93516489746268
2007-08-01,3.10808600302633
2007-09-01,2.30907692663487
2007-10-01,0.454701040735899
2007-11-01,-0.611823284342302
2007-12-01,-0.899448863543286
2008-01-01,-1.05558423964659
2008-02-01,-1.11303837799384
2008-03-01,-1.20772074155047
2008-04-01,-1.18937096941408
2008-05-01,-0.953257325437996
2008-06-01,-0.260164107488047
2008-07-01,1.11691316561266
2008-08-01,2.42699535174614
2008-09-01,1.84832284016009
2008-10-01,0.252440874434785
2008-11-01,-0.707364969076871
2008-12-01,-1.01596859127492
2009-01-01,-1.16125891031535
2009-02-01,-1.25079976293665
2009-03-01,-1.29519055063542
2009-04-01,-1.25467474356706
2009-05-01,-0.829444641326046
2009-06-01,-0.397926974702877
2009-07-01,0.985477264739236
2009-08-01,2.34731219856112
2009-09-01,1.75233159537279
2009-10-01,0.284045562534149
2009-11-01,-0.661302234265156
2009-12-01,-1.02503134138947
2010-01-01,-1.19730284327086
2010-02-01,-1.26138505984134
2010-03-01,-1.3572167225477
2010-04-01,-1.31532652742902
2010-05-01,-1.00266699374874
2010-06-01,-0.302081443461485
2010-07-01,1.1790901136573
2010-08-01,2.43724032313893
2010-09-01,1.89239842006163
2010-10-01,0.32060438354705
2010-11-01,-0.723229396348983
2010-12-01,-1.13405112474983
2011-01-01,-1.26972073118756
2011-02-01,-1.32745077622206
2011-03-01,-1.31747264872397
2011-04-01,-1.29261283645831
2011-05-01,-1.00714898631953
2011-06-01,-0.174240586271835
2011-07-01,1.55738603348879
2011-08-01,2.95809532880893
2011-09-01,2.36760257127164
2011-10-01,0.626943505279
2011-11-01,-0.590963290799389
2011-12-01,-0.92757648452906
2012-01-01,-1.08595466144474
2012-02-01,-1.10589173092498
2012-03-01,-1.13209344563668
2012-04-01,-1.12786741420175
2012-05-01,-0.913903709741364
2012-06-01,0.0935302934806803
2012-07-01,2.08464677250036
2012-08-01,3.10213568231305
2012-09-01,2.69847055877587
2012-10-01,0.875881561102971
2012-11-01,-0.370097021230225
2012-12-01,-0.812450959287629
2013-01-01,-0.976182877942835
2013-02-01,-1.08065673988227
2013-03-01,-1.19940385926655
2013-04-01,-1.15539435815357
2013-05-01,-0.852189235592041
2013-06-01,-0.126200188368691
2013-07-01,1.55028303412865
2013-08-01,2.83311016793751
2013-09-01,2.00072543173959
2013-10-01,0.421690873119335
2013-11-01,-0.526093097402471
2013-12-01,-0.934986873566507
2014-01-01,-1.06246613275874
2014-02-01,-1.06161543714626
2014-03-01,-1.07029184704888
2014-04-01,-1.07047469114195
2014-05-01,-0.785237590176563
2014-06-01,-0.0149754614054159
2014-07-01,1.53371513062601
2014-08-01,2.60894836653248
2014-09-01,1.92443274112918
2014-10-01,0.248638525480586
2014-11-01,-0.650834897185064
2014-12-01,-0.958546067586893
2015-01-01,-1.10696762224652
2015-02-01,-1.19796240394571
2015-03-01,-1.16199989328312
2015-04-01,-1.08297139523722
2015-05-01,-0.7644691588336
2015-06-01,0.207379610087522
2015-07-01,1.87080143478759
2015-08-01,2.98810703483279
2015-09-01,2.17600982090732
2015-10-01,0.45798463576658
2015-11-01,-0.499387248169773
2015-12-01,-0.840679345246662
2016-01-01,-0.976328390928277
2016-02-01,-1.04526915357395
2016-03-01,-1.06524433056073
2016-04-01,-1.01499632595452
2016-05-01,-0.540637164701182
2016-06-01,0.804246243613819
2016-07-01,1.44280820658323
2016-08-01,2.71991255085171
2016-09-01,2.36381599645445
2016-10-01,0.817781834317987
2016-11-01,-0.196486111112818
2016-12-01,-0.723457704048837
2017-01-01,-0.914540262632953
2017-02-01,-1.01397273128387
2017-03-01,-1.07198341049787
2017-04-01,-1.11341977348374
2017-05-01,-1.02658443644896
2017-06-01,-0.45911868497395
2017-07-01,1.29142246879197
2017-08-01,2.42007658341821
2017-09-01,1.73033506372174
2017-10-01,0.302320716936658
2017-11-01,-0.555439140916371
2017-12-01,-0.855971031303101
2018-01-01,-0.989314084108718
2018-02-01,-1.03763911658903
2018-03-01,-1.12517016058494
2018-04-01,-1.17752220436268
2018-05-01,-0.989551325840997
2018-06-01,-0.477919113184152
2018-07-01,0.732753213414098
2018-08-01,2.2272473684743
2018-09-01,1.89239427810666
2018-10-01,0.469355858808395
2018-11-01,-0.576861536834546
2018-12-01,-0.859748939351398
2019-01-01,-1.01940938248206
2019-02-01,-1.14174989478149
2019-03-01,-1.16636070623671
2019-04-01,-1.13038955786589
2019-05-01,-0.967814374420427
2019-06-01,-0.369892882530435
2019-07-01,1.09181064479316
2019-08-01,2.95896000646747
2019-09-01,2.31980200845566
2019-10-01,0.465354509336051
2019-11-01,-0.688175264656547
2019-12-01,-1.01530462172269
2020-01-01,-1.11742898718917
2020-02-01,-1.17788338516808
2020-03-01,-1.21016284954762
2020-04-01,-1.18052117730096
2020-05-01,-0.974860125007729
2020-06-01,-0.322507950339838
2020-07-01,1.7924624332589
2020-08-01,3.31957694867829
2020-09-01,2.70490789667164
2020-10-01,0.809801186363221
2020-11-01,-0.408154627585853
2020-12-01,-0.836277276416214
2021-01-01,-1.01610997824264
2021-02-01,-1.17116372404654
2021-03-01,-1.19020043330807
2021-04-01,-1.17995260296788
2021-05-01,-1.07903991854935
2021-06-01,-0.458112476704968
2021-07-01,0.914627420519602
2021-08-01,2.41900734404301
2021-09-01,1.73734422918461
2021-10-01,0.369912606040437
2021-11-01,-0.607080105677791
2021-12-01,-0.955131070426813
2022-01-01,-1.08728989552901
2022-02-01,-1.15609493591721
2022-03-01,-1.16005748677893
2022-04-01,-1.18763235492625
2022-05-01,-1.07731667159149
2022-06-01,-0.445127627916718
2022-07-01,1.24209220479928
2022-08-01,2.89159740995526
2022-09-01,2.02972211792189
2022-10-01,0.40037268730456
2022-11-01,-0.464376350913954
2022-12-01,-0.78563400554648
2023-01-01,-0.96915017992681
2023-02-01,-0.98675904232493
2023-03-01,-1.11924816992909
2023-04-01,-1.14832072962993
2023-05-01,-0.986551103067
2023-06-01,-0.439092267683651
2023-07-01,1.31649938745144
2023-08-01,3.20078063855305
2023-09-01,2.38088972277118
